model,ensemble_size,hidden_layers,hidden_units,weight_decay,data_noise,epochs,optimizer,loss_fn,learning_rate,PICP,MPIW,GNLLL,ensemble_GNLLL,RMSE,ensemble_RMSE,train_time
anchored_batch,16,2,256,,0.01,663,Adam,GaussianNLLLoss,0.001,0.9837461300309598,23.88403225830834,2.2619275479089644,"tensor(2.1751, device='cuda:0')",5.886093843550909,5.509201776413691,247.60639691352844
anchored_batch,16,2,256,,0.0001,270,Adam,GaussianNLLLoss,0.001,0.9523993808049536,19.230891697177945,2.2293530305226645,"tensor(2.1240, device='cuda:0')",5.727470693134126,5.437643459865025,115.2518036365509
anchored_batch,16,2,256,,1e-06,217,Adam,GaussianNLLLoss,0.001,0.9473684210526315,18.494031002647,2.2255297842479886,"tensor(2.1241, device='cuda:0')",5.665421940031505,5.412274133591425,94.41785860061646
anchored_batch,16,4,64,,0.01,270,Adam,GaussianNLLLoss,0.001,0.9593653250773994,17.13311850249583,1.9556815170106434,"tensor(1.9436, device='cuda:0')",4.281156914574759,4.234516620635986,149.21884751319885
anchored_batch,16,4,64,,0.0001,66,Adam,GaussianNLLLoss,0.001,0.9698142414860681,17.798317097288905,1.9609816017605008,"tensor(1.9432, device='cuda:0')",4.298728874751499,4.21834751537868,55.61407709121704
anchored_batch,16,4,64,,1e-06,39,Adam,GaussianNLLLoss,0.001,0.9829721362229102,19.750561504541167,1.9904763301213582,"tensor(1.9640, device='cuda:0')",4.31965598605928,4.208311830248151,43.61578726768494
anchored_batch,16,4,64,,0.01,1448,Adam,GaussianNLLLoss,0.001,0.8490712074303406,21.29838221877721,2.712532633826846,"tensor(2.5335, device='cuda:0')",7.993296259925479,7.746449447813488,745.4132385253906
anchored_batch,16,4,64,,0.0001,465,Adam,GaussianNLLLoss,0.001,0.8293343653250774,18.883613751768696,2.7283311003730413,"tensor(2.4778, device='cuda:0')",7.345180783952985,7.114037786211286,257.5401134490967
anchored_batch,16,4,64,,1e-06,2,Adam,GaussianNLLLoss,0.001,0.8107585139318886,18.569283004146612,2.7610669136047363,"tensor(2.5329, device='cuda:0')",7.441883405049642,7.249265943254743,27.089097261428833
anchored_batch,16,6,64,,0.01,193,Adam,GaussianNLLLoss,0.001,0.9632352941176471,17.44069003173072,1.9702011517116003,"tensor(1.9505, device='cuda:0')",4.330112582161313,4.248950924192156,146.7484290599823
anchored_batch,16,6,64,,0.0001,114,Adam,GaussianNLLLoss,0.001,0.9643962848297214,17.481238964541408,1.954814348902021,"tensor(1.9383, device='cuda:0')",4.272037120092483,4.190759431748163,100.00943040847778
anchored_batch,16,6,64,,1e-06,122,Adam,GaussianNLLLoss,0.001,0.955108359133127,16.367580827175647,1.9421547594524564,"tensor(1.9277, device='cuda:0')",4.217650402159918,4.156490825471424,104.84204196929932
anchored_batch,16,6,64,,0.01,1784,Adam,GaussianNLLLoss,0.001,0.9938080495356038,34.87844071521109,2.476141021365211,"tensor(2.4476, device='cuda:0')",8.016015347980318,6.784330050150554,1127.1593408584595
anchored_batch,16,6,64,,0.0001,158,Adam,GaussianNLLLoss,0.001,0.9508513931888545,24.459001381699885,2.544509285972232,"tensor(2.3351, device='cuda:0')",7.144864422934396,6.630649907248361,126.35835289955139
anchored_batch,16,6,64,,1e-06,65,Adam,GaussianNLLLoss,0.001,0.9318885448916409,22.522092459002515,2.5331363337380544,"tensor(2.3338, device='cuda:0')",6.98151091166905,6.594987369719005,70.78175330162048
anchored_batch,16,6,64,,0.01,203,Adam,GaussianNLLLoss,0.001,1.0,795.0393429215848,5.573977765582857,"tensor(5.5240, device='cuda:0')",148.83751133510046,132.17498052687873,156.23496866226196
anchored_batch,16,6,64,,0.0001,397,Adam,GaussianNLLLoss,0.001,1.0,306.11611343242066,3.476715326309204,"tensor(4.4293, device='cuda:0')",54.674075717017764,30.000423068091983,272.35209035873413
anchored_batch,16,6,64,,1e-06,292,Adam,GaussianNLLLoss,0.001,0.9698142414860681,36.3128337328648,2.9213504564194452,"tensor(2.7171, device='cuda:0')",11.349366642179943,10.640503701709566,208.9475383758545
anchored_batch,16,6,128,,0.01,187,Adam,GaussianNLLLoss,0.001,1.0,49.18577381996178,2.080304060663496,"tensor(2.5862, device='cuda:0')",4.31591484660194,4.220776001612346,142.0719473361969
anchored_batch,16,6,128,,0.0001,53,Adam,GaussianNLLLoss,0.001,0.9562693498452013,16.599615492687875,1.9467774061929612,"tensor(1.9332, device='cuda:0')",4.225558564776466,4.181712604704357,62.27998328208923
anchored_batch,16,6,128,,1e-06,178,Adam,GaussianNLLLoss,0.001,0.973297213622291,18.251322412638473,1.9627943947201683,"tensor(1.9405, device='cuda:0')",4.25935039066133,4.143902562913441,136.96579551696777
anchored_batch,16,6,128,,0.01,1399,Adam,GaussianNLLLoss,0.001,0.9930340557275542,29.989429792752578,2.325001285189674,"tensor(2.3191, device='cuda:0')",7.238189333961124,6.157691955566406,885.99667096138
anchored_batch,16,6,128,,0.0001,304,Adam,GaussianNLLLoss,0.001,0.7747678018575851,17.73569519231932,2.825615156264532,"tensor(2.6778, device='cuda:0')",7.46817668279012,7.328011830647786,217.5945029258728
anchored_batch,16,6,128,,1e-06,124,Adam,GaussianNLLLoss,0.001,0.7670278637770898,17.40235178094161,2.836581968125843,"tensor(2.7064, device='cuda:0')",7.429151444208054,7.309115046546573,107.7260639667511
anchored_batch,16,6,128,,0.01,885,Adam,GaussianNLLLoss,0.001,0.9775541795665634,67.07697364641785,3.3371880849202475,"tensor(3.3369, device='cuda:0')",17.040636789231073,17.036266281491233,578.6256408691406
anchored_batch,16,6,128,,0.0001,78,Adam,GaussianNLLLoss,0.001,1.0,58.543236038633175,2.9055732772463845,"tensor(2.9092, device='cuda:0')",11.50457323165167,9.70667350859869,80.16065192222595
anchored_batch,16,6,128,,1e-06,53,Adam,GaussianNLLLoss,0.001,0.9980650154798761,47.852798131228234,2.722150064650036,"tensor(2.6957, device='cuda:0')",9.009418078831263,7.585240137009394,64.52479434013367
anchored_batch,16,6,256,,0.01,164,Adam,GaussianNLLLoss,0.001,0.9667182662538699,17.61225243913869,1.965586230868385,"tensor(1.9460, device='cuda:0')",4.2810273851667136,4.22393350374131,124.32473349571228
anchored_batch,16,6,256,,0.0001,115,Adam,GaussianNLLLoss,0.001,0.9578173374613003,16.589390450586844,1.9332874161856515,"tensor(1.9244, device='cuda:0')",4.184336968830654,4.146224135444278,95.64599466323853
anchored_batch,16,6,256,,1e-06,61,Adam,GaussianNLLLoss,0.001,0.9500773993808049,15.738125331630648,1.9282758406230383,"tensor(1.9149, device='cuda:0')",4.149699494952247,4.108451661609468,65.44368100166321
anchored_batch,16,6,256,,0.01,1220,Adam,GaussianNLLLoss,0.001,0.9957430340557275,30.17252061684434,2.2534974870227633,"tensor(2.2951, device='cuda:0')",6.940618060884022,5.855080695379348,763.3495423793793
anchored_batch,16,6,256,,0.0001,179,Adam,GaussianNLLLoss,0.001,0.9160216718266254,19.994068393766327,2.4247984886169434,"tensor(2.2580, device='cuda:0')",6.156591574350993,5.955167520613897,169.2373185157776
anchored_batch,16,6,256,,1e-06,265,Adam,GaussianNLLLoss,0.001,0.8409442724458205,16.900949082507438,2.4414448851630803,"tensor(2.3317, device='cuda:0')",6.166383720579601,6.0347726458594915,194.024160861969
anchored_batch,16,6,256,,0.01,1077,Adam,GaussianNLLLoss,0.001,0.9798761609907121,67.07782228074207,3.3367993718101863,"tensor(3.3367, device='cuda:0')",17.03443518139067,17.033159710112074,682.6086668968201
anchored_batch,16,6,256,,0.0001,105,Adam,GaussianNLLLoss,0.001,0.9992260061919505,56.11149507410386,2.898375851767404,"tensor(2.8864, device='cuda:0')",11.901091166904994,9.908097539629255,94.75269937515259
anchored_batch,16,6,256,,1e-06,169,Adam,GaussianNLLLoss,0.001,0.9941950464396285,39.35870991993246,2.860977740514846,"tensor(2.5522, device='cuda:0')",8.897049517858596,7.489620662870861,133.79694271087646
anchored_batch,16,8,64,,0.01,225,Adam,GaussianNLLLoss,0.001,0.9578173374613003,16.9769091059918,1.9835619642620994,"tensor(1.9520, device='cuda:0')",4.332042682738531,4.260176635923839,192.19975447654724
anchored_batch,16,8,64,,0.0001,195,Adam,GaussianNLLLoss,0.001,0.955108359133127,16.518729714786303,1.9549403587977092,"tensor(1.9355, device='cuda:0')",4.2679996604011174,4.19057415780567,170.75242400169373
anchored_batch,16,8,64,,1e-06,275,Adam,GaussianNLLLoss,0.001,0.9767801857585139,18.637710429566564,1.9773683207375663,"tensor(1.9434, device='cuda:0')",4.238384973435175,4.158756029038202,226.83593583106995
anchored_batch,16,8,64,,0.01,1065,Adam,GaussianNLLLoss,0.001,0.9806501547987616,67.32017687156842,3.3370100316547213,"tensor(3.3368, device='cuda:0')",17.037374587286088,17.033023516337078,812.3131914138794
anchored_batch,16,8,64,,0.0001,24,Adam,GaussianNLLLoss,0.001,0.9984520123839009,56.33001964084873,2.850271906171526,"tensor(2.8708, device='cuda:0')",10.517101832798549,9.269482181185769,54.63546323776245
anchored_batch,16,8,64,,1e-06,22,Adam,GaussianNLLLoss,0.001,0.996517027863777,48.4127542123706,2.729308593840826,"tensor(2.7225, device='cuda:0')",9.199257714407784,7.914365132649739,53.272186517715454
anchored_batch,16,8,64,,0.01,305,Adam,GaussianNLLLoss,0.001,1.0,966.1235109689435,5.601945332118443,"tensor(5.6141, device='cuda:0')",123.46987733386811,114.13492729550316,259.32792568206787
anchored_batch,16,8,64,,0.0001,588,Adam,GaussianNLLLoss,0.001,0.989938080495356,50.31844384160942,2.938821247645787,"tensor(2.9142, device='cuda:0')",12.65957092103504,11.157596678960891,479.9091715812683
anchored_batch,16,8,64,,1e-06,455,Adam,GaussianNLLLoss,0.001,0.9829721362229102,45.84114958110609,2.939402251016526,"tensor(2.8507, device='cuda:0')",12.086140814281645,10.60892068772089,377.3561511039734
anchored_batch,16,8,128,,0.01,395,Adam,GaussianNLLLoss,0.001,0.9624613003095975,17.38128062150796,1.9576666411899386,"tensor(1.9431, device='cuda:0')",4.277164334342594,4.216527904782977,314.76374101638794
anchored_batch,16,8,128,,0.0001,78,Adam,GaussianNLLLoss,0.001,0.9520123839009288,16.39854646098134,1.9455477339880807,"tensor(1.9337, device='cuda:0')",4.23249348004659,4.184578123546782,91.09908175468445
anchored_batch,16,8,128,,1e-06,65,Adam,GaussianNLLLoss,0.001,0.9636222910216719,17.09930415197792,1.9496932994751703,"tensor(1.9297, device='cuda:0')",4.238663911819458,4.157513516289847,81.93724274635315
anchored_batch,16,8,128,,0.01,1405,Adam,GaussianNLLLoss,0.001,0.9996130030959752,49.01001954447743,2.521254982267107,"tensor(2.7105, device='cuda:0')",10.559427760896229,8.16953706741333,1102.75981259346
anchored_batch,16,8,128,,0.0001,174,Adam,GaussianNLLLoss,0.001,0.9938080495356038,43.96677514421682,2.8600029945373535,"tensor(2.7132, device='cuda:0')",10.594557943798247,8.87190396445138,165.33861875534058
anchored_batch,16,8,128,,1e-06,86,Adam,GaussianNLLLoss,0.001,0.9605263157894737,30.20896037665683,2.7848996434892928,"tensor(2.4641, device='cuda:0')",7.509964193616595,7.214452925182524,102.42929792404175
anchored_batch,16,8,128,,0.01,981,Adam,GaussianNLLLoss,0.001,0.9798761609907121,66.87981535259046,3.337113925388881,"tensor(3.3367, device='cuda:0')",17.039907591683523,17.033087230864027,808.775711774826
anchored_batch,16,8,128,,0.0001,99,Adam,GaussianNLLLoss,0.001,0.9794891640866873,67.0031502077085,3.33674871353876,"tensor(3.3367, device='cuda:0')",17.033607437497093,17.033461071196058,135.57598757743835
anchored_batch,16,8,128,,1e-06,216,Adam,GaussianNLLLoss,0.001,1.0,55.388520893297695,2.9581084819067094,"tensor(2.8495, device='cuda:0')",11.198939187186104,8.935089224860782,243.8775177001953
anchored_batch,16,8,256,,0.01,105,Adam,GaussianNLLLoss,0.001,0.961687306501548,17.206283120548022,1.9548349777857463,"tensor(1.9438, device='cuda:0')",4.262892064594087,4.218078704107375,137.45403504371643
anchored_batch,16,8,256,,0.0001,144,Adam,GaussianNLLLoss,0.001,0.9643962848297214,17.204868422942265,1.943946123123169,"tensor(1.9208, device='cuda:0')",4.217835959934053,4.1173017138526555,168.150452375412
anchored_batch,16,8,256,,1e-06,71,Adam,GaussianNLLLoss,0.001,0.955108359133127,16.35888636444375,1.9281802063896543,"tensor(1.9105, device='cuda:0')",4.156206074215117,4.088423240752447,104.03819561004639
anchored_batch,16,8,256,,0.01,1117,Adam,GaussianNLLLoss,0.001,0.9988390092879257,36.97626644169952,2.303801491146996,"tensor(2.4223, device='cuda:0')",7.907207148415702,6.000808057330904,1025.27072930336
anchored_batch,16,8,256,,0.0001,263,Adam,GaussianNLLLoss,0.001,0.9887770897832817,33.256468805366254,2.635414543605986,"tensor(2.4824, device='cuda:0')",8.598872184753418,7.30197811126709,268.98233127593994
anchored_batch,16,8,256,,1e-06,341,Adam,GaussianNLLLoss,0.001,0.9396284829721362,25.928749556880987,2.730280149550665,"tensor(2.4181, device='cuda:0')",7.802552586510068,7.04518833614531,302.86772418022156
anchored_batch,16,8,256,,0.01,1384,Adam,GaussianNLLLoss,0.001,0.9802631578947368,66.90644401810117,3.3367093971797397,"tensor(3.3367, device='cuda:0')",17.03324622199649,17.033124242510116,1105.7099349498749
anchored_batch,16,8,256,,0.0001,12,Adam,GaussianNLLLoss,0.001,0.9802631578947368,67.0187789397343,3.33674312773205,"tensor(3.3367, device='cuda:0')",17.033614521934872,17.033076558794296,48.61998891830444
anchored_batch,16,8,256,,1e-06,77,Adam,GaussianNLLLoss,0.001,1.0,65.15290298698119,3.268449964977446,"tensor(3.0514, device='cuda:0')",14.304439590090798,11.528398059663319,99.11690521240234
anchored_batch,16,10,64,,0.01,171,Adam,GaussianNLLLoss,0.001,0.9802631578947368,19.087126386423968,1.9980659314564295,"tensor(1.9609, device='cuda:0')",4.45025752839588,4.226664679391043,188.61056923866272
anchored_batch,16,10,64,,0.0001,106,Adam,GaussianNLLLoss,0.001,0.9539473684210527,16.619885731038664,1.9594011590594338,"tensor(1.9410, device='cuda:0')",4.292374940145583,4.213527020953951,134.27302813529968
anchored_batch,16,10,64,,1e-06,425,Adam,GaussianNLLLoss,0.001,0.9562693498452013,16.521603988789185,1.944662400654384,"tensor(1.9246, device='cuda:0')",4.225876410802205,4.144966590972174,407.9507694244385
anchored_batch,16,10,64,,0.01,725,Adam,GaussianNLLLoss,0.001,0.9852941176470589,66.31157540241631,3.276898531686692,"tensor(3.2837, device='cuda:0')",16.58941568647112,16.233732223510742,710.0887160301208
anchored_batch,16,10,64,,0.0001,52,Adam,GaussianNLLLoss,0.001,0.9976780185758514,63.06511421321716,3.035834936868577,"tensor(3.0592, device='cuda:0')",13.89446599142892,12.272703806559244,94.69462275505066
anchored_batch,16,10,64,,1e-06,55,Adam,GaussianNLLLoss,0.001,0.9922600619195047,44.11950428493252,2.657094365074521,"tensor(2.6470, device='cuda:0')",8.679129668644496,7.56058931350708,97.36768102645874
anchored_batch,16,10,64,,0.01,515,Adam,GaussianNLLLoss,0.001,1.0,739.4102613136126,4.534353869301932,"tensor(5.2860, device='cuda:0')",98.65149943033855,57.3867438180106,520.6126022338867
anchored_batch,16,10,64,,0.0001,529,Adam,GaussianNLLLoss,0.001,0.996517027863777,65.91777553499298,3.193979342778524,"tensor(3.2235, device='cuda:0')",16.057262556893484,15.386951491946267,532.6566212177277
anchored_batch,16,10,64,,1e-06,885,Adam,GaussianNLLLoss,0.001,0.9926470588235294,61.95259798126693,3.132829507191976,"tensor(3.1117, device='cuda:0')",14.822689692179361,13.484967140924363,854.1173315048218
anchored_batch,16,10,128,,0.01,145,Adam,GaussianNLLLoss,0.001,0.9632352941176471,17.43067712459033,1.967662084670294,"tensor(1.9483, device='cuda:0')",4.302661816279094,4.235583282652355,174.0077064037323
anchored_batch,16,10,128,,0.0001,41,Adam,GaussianNLLLoss,0.001,0.9736842105263158,19.359627336909526,557706.4702380953,"tensor(1.9959, device='cuda:0')",4.551824410756429,4.401295934404645,81.27764558792114
anchored_batch,16,10,128,,1e-06,89,Adam,GaussianNLLLoss,0.001,0.9605263157894737,16.856814475989562,1.943777084350586,"tensor(1.9246, device='cuda:0')",4.222160509654453,4.13858657791501,125.30190420150757
anchored_batch,16,10,128,,0.01,1053,Adam,GaussianNLLLoss,0.001,0.9984520123839009,65.40082906717117,3.1184578850155784,"tensor(3.1629, device='cuda:0')",15.537181490943546,14.412566911606561,1025.0282330513
anchored_batch,16,10,128,,0.0001,303,Adam,GaussianNLLLoss,0.001,0.993421052631579,62.749587682009484,3.216329188573928,"tensor(3.1559, device='cuda:0')",15.282871927533831,14.28963888259161,330.66032695770264
anchored_batch,16,10,128,,1e-06,187,Adam,GaussianNLLLoss,0.001,0.9918730650154799,40.52750628208597,2.771500031153361,"tensor(2.6169, device='cuda:0')",8.97678786232358,8.017932642073859,221.40650248527527
anchored_batch,16,10,128,,0.01,905,Adam,GaussianNLLLoss,0.001,0.9806501547987616,67.1326274576571,3.3370409920102073,"tensor(3.3367, device='cuda:0')",17.03835609980992,17.033069111052015,871.815509557724
anchored_batch,16,10,128,,0.0001,704,Adam,GaussianNLLLoss,0.001,0.989938080495356,66.46128679871929,3.274863436108544,"tensor(3.2814, device='cuda:0')",16.57325490315755,16.226026989164808,689.8384411334991
anchored_batch,16,10,128,,1e-06,88,Adam,GaussianNLLLoss,0.001,0.9922600619195047,64.19463884572127,3.223598832175845,"tensor(3.1551, device='cuda:0')",15.345346950349354,14.010192780267625,126.98678088188171
anchored_batch,16,10,256,,0.01,108,Adam,GaussianNLLLoss,0.001,0.9500773993808049,16.40105438232422,1.9599246978759766,"tensor(1.9483, device='cuda:0')",4.275148879914057,4.242626326424735,136.574232339859
anchored_batch,16,10,256,,0.0001,100,Adam,GaussianNLLLoss,0.001,0.9690402476780186,17.466386139577388,1.945787060828436,"tensor(1.9294, device='cuda:0')",4.214236679531279,4.1474027293069025,130.85116958618164
anchored_batch,16,10,256,,1e-06,96,Adam,GaussianNLLLoss,0.001,0.9597523219814241,16.509125157406455,1.9212982143674577,"tensor(1.9041, device='cuda:0')",4.122952143351237,4.059252341588338,126.82096409797668
anchored_batch,16,10,256,,0.01,1221,Adam,GaussianNLLLoss,0.001,1.0,50.35169685292908,2.5473252023969377,"tensor(2.7098, device='cuda:0')",10.576111657278878,7.789630276816232,1185.5121593475342
anchored_batch,16,10,256,,0.0001,192,Adam,GaussianNLLLoss,0.001,0.9996130030959752,45.68137721011513,2.6845409075419107,"tensor(2.6631, device='cuda:0')",10.185199692135765,7.955111321948824,227.23308515548706
anchored_batch,16,10,256,,1e-06,51,Adam,GaussianNLLLoss,0.001,0.9941950464396285,35.454291588750785,2.770753542582194,"tensor(2.5046, device='cuda:0')",8.985196272532145,7.520574478876023,95.02067804336548
anchored_batch,16,10,256,,0.01,1109,Adam,GaussianNLLLoss,0.001,0.9787151702786377,67.08043356502758,3.336978310630435,"tensor(3.3368, device='cuda:0')",17.037200019473122,17.034970192682174,1080.3055143356323
anchored_batch,16,10,256,,0.0001,85,Adam,GaussianNLLLoss,0.001,0.9794891640866873,66.7358097985802,3.336778549920945,"tensor(3.3367, device='cuda:0')",17.034071422758558,17.03312991914295,126.48910522460938
anchored_batch,16,10,256,,1e-06,63,Adam,GaussianNLLLoss,0.001,0.9914860681114551,63.91162997502661,3.207582110450381,"tensor(3.1251, device='cuda:0')",14.979554766700382,13.417770885285877,99.17251753807068
anchored_batch,16,3,64,,0.01,309,Adam,GaussianNLLLoss,0.001,0.955108359133127,16.608598998456547,1.9481487501235235,"tensor(1.9389, device='cuda:0')",4.249580655779157,4.212653682345436,144.39899277687073
anchored_batch,16,3,64,,0.0001,121,Adam,GaussianNLLLoss,0.001,0.9574303405572755,16.571022742303903,1.9389166491372245,"tensor(1.9264, device='cuda:0')",4.212577456519718,4.1641326404753185,67.74069237709045
anchored_batch,16,3,64,,1e-06,17,Adam,GaussianNLLLoss,0.001,0.9496904024767802,16.01779455887644,1.9378874926340013,"tensor(1.9251, device='cuda:0')",4.204187915438697,4.159657535098848,26.622422695159912
anchored_batch,16,3,64,,0.01,1194,Adam,GaussianNLLLoss,0.001,0.8475232198142415,20.000142974381106,2.572857686451503,"tensor(2.4790, device='cuda:0')",7.288950806572323,7.123068173726399,510.8560655117035
anchored_batch,16,3,64,,0.0001,222,Adam,GaussianNLLLoss,0.001,0.8363003095975232,18.2346822543779,2.522818463189261,"tensor(2.4426, device='cuda:0')",6.765723364693778,6.652158078693208,113.52942299842834
anchored_batch,16,3,64,,1e-06,61,Adam,GaussianNLLLoss,0.001,0.8219814241486069,17.776272469629813,2.5532934892745245,"tensor(2.4739, device='cuda:0')",6.792076224372501,6.687847364516485,45.30600166320801
anchored_batch,16,3,64,,0.01,1195,Adam,GaussianNLLLoss,0.001,1.0,52.076079849857294,2.689994596299671,"tensor(2.7949, device='cuda:0')",11.027943020775204,9.0976729847136,496.6467761993408
anchored_batch,16,3,64,,0.0001,90,Adam,GaussianNLLLoss,0.001,0.9972910216718266,34.223201858000856,2.3924370266142345,"tensor(2.3813, device='cuda:0')",6.558692841302781,5.994519755953834,56.65069532394409
anchored_batch,16,3,64,,1e-06,116,Adam,GaussianNLLLoss,0.001,0.9957430340557275,29.625107213070518,2.321050519034976,"tensor(2.2902, device='cuda:0')",6.402048792157855,5.940612406957717,67.18763470649719
anchored_batch,16,3,128,,0.01,361,Adam,GaussianNLLLoss,0.001,0.955108359133127,16.4534935021179,1.9411587828681582,"tensor(1.9374, device='cuda:0')",4.22035999525161,4.205322152092343,157.1632628440857
anchored_batch,16,3,128,,0.0001,254,Adam,GaussianNLLLoss,0.001,0.9547213622291022,16.239281692741088,1.922767894608634,"tensor(1.9099, device='cuda:0')",4.145052512486775,4.095386902491252,115.56845664978027
anchored_batch,16,3,128,,1e-06,15,Adam,GaussianNLLLoss,0.001,0.9566563467492261,16.294333726629016,1.9193449815114338,"tensor(1.9078, device='cuda:0')",4.133882897240775,4.086981171653385,24.899176836013794
anchored_batch,16,3,128,,0.01,1417,Adam,GaussianNLLLoss,0.001,0.881578947368421,19.3917505364669,2.4993371622903005,"tensor(2.3602, device='cuda:0')",6.777651151021321,6.556712445758638,566.5882995128632
